CODIGO,nombre,latitud,longitud,DEPARTAMENTO,MUNICIPIO
44135030,CHIRIBIQUETE - AUT [44135030],-0.07416667,-72.45138889,Caquetá,Solano
52055150,CERRO PARAMO  - AUT [52055150],0.84311111,-77.38880556000001,Nariño,Puerres
52055220,EL PARAISO - AUT [52055220],1.07061111,-77.63688889,Nariño,Túquerres
44037040,EL ROSARIO - AUT [44037040],1.7252500000000002,-75.66638889000001,Caquetá,Florencia (Caquetá)
52077020,LOS NORTES - AUT [52077020],1.7411111099999999,-77.53111111,Nariño,Cumbitara
48015040,PUERTO NARINO - AUT [48015040],-3.78030556,-70.36263889,Amazonas,Puerto Nariño
44135020,CAHUINARI - AUT [44135020],-1.35166667,-70.80375000000001,Amazonas,Santander (Araracuara)
51025070,RICAURTE - AUT [51025070],1.21533333,-77.99691666999999,Nariño,Ricaurte (Nariño)
2502700206,CECILIA [2502700206],8.46361111,-75.03166666999999,Córdoba,Ayapel
52055210,BOTANA - AUT [52055210],1.16,-77.27880556000001,Nariño,Pasto
52035040,VIENTO LIBRE - AUT [52035040],1.62,-77.34,Nariño,Taminango
51025060,BIOTOPO - AUT [51025060],1.40863889,-78.28161111,Nariño,Barbacoas
51039010,TUMACO - AUT [51039010],1.81930556,-78.73027778,Nariño,Tumaco
21017050,PITALITO 2 [21017050],1.84883333,-76.05244444,Huila,Pitalito
51027060,SAN JUAN MIRA - AUT [51027060],1.42388889,-78.67027777999999,Nariño,Tumaco
44037060,FLORENCIA-HACHA [44037060],1.62116667,-75.61922222000001,Caquetá,Florencia (Caquetá)
51020011,Piedrancha - - AUT [51020011],1.1415277799999999,-77.92897222,Nariño,Mallama (Piedrancha)
44015060,ACUEDUCTO MOCOA - AUT [44015060],1.15733333,-76.65183332999999,Putumayo,Mocoa
52045080,UNIVERSIDAD DE NARINO  - AUT [52045080],1.23,-77.28,Nariño,Pasto
21047010,PUENTE BALSEADERO [21047010],2.23236111,-75.64855556,Huila,Agrado
26035090,LA LAGUNA DE CAJIBIO [26035090],2.699175,-76.59544444,Cauca,Cajibío
21057100,TALAGA TOEZ - AUT [21057100],2.7055555599999996,-76.02219443999999,Cauca,Páez (Belalcázar)
21017020,SAN AGUSTIN [21017020],1.8702777800000001,-76.23161111,Huila,San Agustín
52025090,LA SIERRA - AUT [52025090],2.19383333,-76.75033332999999,Cauca,La Sierra
21015060,MARENGO  - AUT [21015060],2.22111111,-76.11888889,Huila,Pitalito
26015010,EL TABLAZO - AUT [26015010],2.47483306,-76.58129360999999,Cauca,Popayán
52015050,BALBOA - AUT [52015050],2.03277778,-77.22166666999999,Cauca,Balboa (Cauca)
53075020,EL DIVISO - AUT [53075020],2.31141667,-77.25877778,Cauca,Argelia (Cauca)
21015040,LA PRIMAVERA - AUT [21015040],2.02158333,-76.11433333,Huila,Saladoblanco
48017050,BOCATOMA YAGUARCACA [48017050],-4.19047222,-69.95027778,Amazonas,Leticia
21097070,PUENTE SANTANDER AUT [21097070],2.94261111,-75.30852777999999,Huila,Neiva
53077010,ANGOSTURA RIO MICAY AUT [53077010],2.80122222,-77.24102778,Cauca,López
57025020,GORGONA GUAPI AUT [57025020],2.9629444400000002,-78.17436111,Cauca,Guapi
21117100,PUEBLO NUEVO - AUT [21117100],2.82744444,-75.08883333,Huila,Neiva
25027980,UNION LA [25027980],8.7,-74.31666666999999,Bolívar,Pinillos
25027640,TRES CRUCES [25027640],8.70308333,-74.51730556000001,Bolívar,Achí
25020030,GUACAMAYO [25020030],8.72722222,-74.51222222000001,Bolívar,Achí
25028210,CNO VIDE [25028210],8.783333330000001,-74.33333332999999,Bolívar,Pinillos
25027400,ALTO DEL ROSARIO [25027400],8.79444444,-74.16027778,Bolívar,Altos Del Rosario
25028220,NO TE PASES HACIENDA [25028220],8.8,-74.33333332999999,Bolívar,Pinillos
25028230,PUERTO CARMEN [25028230],8.81666667,-74.31666666999999,Bolívar,Pinillos
25027390,PALOMAS LAS [25027390],8.83055556,-74.17055556000001,Bolívar,Altos Del Rosario
25028240,NUEVO HORIZONTE [25028240],8.86666667,-74.35,Bolívar,Pinillos
25027990,CONTENTO EL [25027990],8.883333330000001,-74.45,Bolívar,Pinillos
25028410,MANTEQUERA [25028410],8.883333330000001,-74.45,Bolívar,Pinillos
25020410,CANDELARIA LA [25020410],8.21944444,-74.72875,Bolívar,San Jacinto Del Cauca
25027280,CANDELARIA LA [25027280],8.23333333,-74.71666667,Bolívar,San Jacinto Del Cauca
25028350,MANCHA LA [25028350],8.266666670000001,-74.58333332999999,Bolívar,San Jacinto Del Cauca
13090030,BERRUGAS [13090030],9.91027778,-75.60055556,Sucre,San Onofre
25027880,GALINDO [25027880],8.3,-74.58333332999999,Bolívar,San Jacinto Del Cauca
25025230,MONTECRISANTO [25025230],8.3,-74.48333333,Bolívar,Montecristo
48017010,LETICIA [48017010],-4.22252778,-69.94272222000001,Amazonas,Leticia
25020450,MONTECRISANTO [25020450],8.3,-74.43333333,Bolívar,Montecristo
21057030,PUENTE RICAURTE [21057030],2.52,-75.96,Cauca,Páez (Belalcázar)
21055070,INZA - AUT [21055070],2.5481944399999996,-76.06394444,Cauca,Inzá
26075120,LA DIANA - AUT [26075120],3.31405556,-76.18569443999999,Valle del Cauca,Florida
21167090,HACIENDA EL RUBY [21167090],4.01105556,-74.71902777999999,Tolima,Cunday
26095320,EL VINCULO - AUT [26095320],3.3604166699999998,-76.30000556,Valle del Cauca,Florida
26135320,NEVADO SANTA ISABEL  - AUT [26135320],4.80261111,-75.38047222,Caldas,Villamaria
54077210,JUANCHACO - AUT [54077210],3.92514722,-77.34900556000001,Valle del Cauca,Buenaventura
21195170,PAQUILO - AUT [21195170],3.99361111,-74.39805556,Cundinamarca,Cabrera (Cundinamarca)
26055120,UNIVERSIDAD DEL VALLE  - AUT [26055120],3.378,-76.53388889,Valle del Cauca,Cali
21167080,LA MORA - AUT [21167080],3.72519444,-74.82644444,Tolima,Prado
26085160,SILOE - AUT [26085160],3.4255,-76.56061111,Valle del Cauca,Cali
22075050,PARAMO DE YERBABUENA  - AUT [22075050],4.07580556,-75.70083333,Tolima,Roncesvalles
21185090,NATAIMA - AUT [21185090],4.18813889,-74.96047222000001,Tolima,Espinal
21195160,SUBIA - AUT [21195160],4.47661111,-74.38388889,Cundinamarca,Silvania
53119010,BUENAVENTURA IDEAM  - AUT [53119010],3.8901749999999997,-77.06190833,Valle del Cauca,Buenaventura
23125170,SAN CAYETANO - AUT [23125170],5.33333333,-74.01666666999999,Cundinamarca,San Cayetano (Cundinamarca)
31095030,PUERTO INIRIDA - AUT [31095030],3.87441667,-67.91905556,Guainía,Inírida
21215190,CAJAMARCA - AUT [21215190],4.43566667,-75.50036111,Tolima,Cajamarca
22057010,PIEDRAS DE COBRE  - AUT [22057010],3.90838889,-75.10327778,Tolima,Saldaña
21217180,MONTEZUMA AUT [21217180],4.48205556,-75.28605556000001,Tolima,Ibagué
21237010,NARINO - AUT [21237010],4.3877777799999995,-74.838375,Cundinamarca,Nariño (Cundinamarca)
21195190,PASCA - AUT [21195190],4.31011111,-74.31175,Cundinamarca,Pasca
21137050,ANGOSTURA  - AUT [21137050],3.44,-75.12,Tolima,Natagaima
21215170,LA MARTINICA - AUT [21215170],4.402,-75.22905556,Tolima,Ibagué
21215180,BATALLON ROOKE  - AUT [21215180],4.41838889,-75.24866666999999,Tolima,Ibagué
26127010,EL ALAMBRADO AUT [26127010],4.41025,-75.87538889,Quindío,La Tebaida
21215160,CERROS NOROCCIDENTALES  - AUT [21215160],4.47036111,-75.24386111,Tolima,Ibagué
26105250,ZARAGOZA - AUT [26105250],4.68977778,-75.92519444,Valle del Cauca,Cartago
26135300,PNN QUIMBAYA - AUT [26135300],4.72858306,-75.57822222,RIsaralda,Pereira
26125300,CALARCA - AUT [26125300],4.52830556,-75.59638889,Quindío,Calarcá
21255160,HACIENDA PAJONALES [21255160],4.76072222,-74.83425,Tolima,Ambalema
21235030,UNIVERSIDAD DE CUNDINAMARCA - AUT [21235030],4.30533333,-74.80811111,Cundinamarca,Girardot
26127040,CARTAGO AUT [26127040],4.75761111,-75.89925,RIsaralda,Pereira
21206940,CIUDAD BOLIVAR [21206940],4.57686111,-74.17677778,Bogotá,"Bogota, D.C"
26135310,SANTA ROSA - AUT [26135310],4.84686111,-75.63563889,RIsaralda,Santa Rosa De Cabal
26155240,PNN NEVADOS - AUT [26155240],4.85944444,-75.38241667,Caldas,Villamaria
35225030,MODULOS - AUT [35225030],4.91047222,-71.43305556000001,Casanare,Orocué
21206980,SANTA CRUZ DE SIECHA  - AUT [21206980],4.78427778,-73.87080556000001,Cundinamarca,Guasca
26177030,LA VIRGINIA - AUT [26177030],4.8925,-75.88269444,RIsaralda,La Virginia
26135290,MARSELLA - AUT [26135290],4.92958333,-75.73838889,RIsaralda,Marsella
26125290,ARMENIA - AUT [26125290],4.53158333,-75.69069444,Quindío,Armenia (Quindío)
21255170,MURILLO - AUT [21255170],4.87055556,-75.17327777999999,Tolima,Murillo
35085070,SANTA MARIA - AUT [35085070],4.84125,-73.25669444,Boyacá,Santa María (Boyacá)
35025080,PNN CHINGAZA - AUT [35025080],4.661,-73.82732999999999,Cundinamarca,La Calera
26155210,TORRE 4 - AUT [26155210],5.06077778,-75.35611111,Caldas,Manizales
35237030,TRINIDAD PAUTO - AUT [35237030],5.41438889,-71.66836111,Casanare,Trinidad
35215020,AEROPUERTO YOPAL - AUT [35215020],5.32044444,-72.3875,Casanare,Yopal
35075080,PARAMO RABANAL - AUT [35075080],5.39239,-73.56278,Boyacá,Ventaquemada
26145090,SANTA EMILIA - AUT [26145090],5.20747222,-75.90294444,RIsaralda,Belén De Umbría
26155220,VILLAMARIA - AUT [26155220],5.04866667,-75.51388889,Caldas,Villamaria
35085060,ZETAQUIRA - AUT [35085060],5.29494444,-73.16994444,Boyacá,Zetaquirá
54017040,TADO - AUT [54017040],5.26511111,-76.56275000000001,Chocó,Tadó
21209920,SANTA ROSITA - AUT [21209920],5.1059444,-73.75369444,Cundinamarca,Suesca
35085080,LA CAPILLA - AUT [35085080],5.09919444,-73.436,Boyacá,La Capilla
23065180,VILLETA - AUT [23065180],5.01686111,-74.47097222000001,Cundinamarca,Villeta
35075070,CHINAVITA - AUT [35075070],5.2163900000000005,-73.34697,Boyacá,Chinavita
23017040,ESPERANZA LA AUT [23017040],5.20616667,-74.91372222000001,Tolima,Mariquita
26145080,PARAMO TATAMA [26145080],5.12386111,-76.061,RIsaralda,Santuario (Risaralda)
35165000,EL TUNEL [35165000],5.57497222,-72.941,Boyacá,Cuítiva
23035030,BASE PALANQUERO  - AUT [23035030],5.49286111,-74.658,Cundinamarca,Puerto Salgar
11027070,BORAUDO - AUT [11027070],5.51461111,-76.57569443999999,Chocó,Lloró
35217060,PLAYON EL AUT [35217060],5.5405,-72.23172222000001,Casanare,Nunchía
35095120,AQUITANIA - AUT [35095120],5.556629999999999,-72.88175,Boyacá,Aquitania
35160010,POTRERITO AUT [35160010],5.47758333,-72.94861111,Boyacá,Aquitania
23037010,PUERTO SALGAR - AUT [23037010],5.46966667,-74.66216666999999,Cundinamarca,Puerto Salgar
35195060,TOQUILLA - AUT [35195060],5.52361111,-72.79097222,Boyacá,Aquitania
55015010,PIE DE PATO - AUT [55015010],5.52108333,-76.97316667,Chocó,Alto Baudó (Pie De Pato)
23125160,SAN PABLO DE BORBUR  - AUT [23125160],5.64702778,-74.07130556,Boyacá,San Pablo De Borbur
23065190,QUEBRADA NEGRA - AUT [23065190],5.13761111,-74.48125,Cundinamarca,Quebradanegra
26207080,BOLOMBOLO [26207080],5.97,-75.84,Antioquia,Venecia (Antioquia)
36015020,EL DIAMANTE - AUT [36015020],5.81619444,-71.41983332999999,Casanare,Paz De Ariporo
26185030,JERICO - AUT [26185030],5.79916667,-75.78952778,Antioquia,Jericó (Antioquia)
24035360,SOCHA - AUT [24035360],5.98541667,-72.99702778,Boyacá,Socha
24035410,SOGAMOSO - AUT [24035410],5.72647,-72.92066999999999,Boyacá,Sogamoso
35215030,Pisba - Aut [35215030],5.72055556,-72.48847222,Boyacá,Pisva
24035430,TUNGUAVITA - AUT [24035430],5.74583,-73.11636,Boyacá,Paipa
35160020,LLANO ALARCON [35160020],5.59972222,-72.91347222,Boyacá,Cuítiva
24025090,MOGOTES - AUT [24025090],6.47,-72.96888889,Santander,Mogotes
23057140,SAN MIGUEL - AUT [23057140],5.73102778,-74.72583333,Antioquia,Sonsón
26185050,SANTA BARBARA - AUT [26185050],5.8595833299999995,-75.55627778,Antioquia,Santa Bárbara (Antioquia)
27015300,VILLANUEVA VILLAHERMOSA [27015300],6.2532777799999995,-75.55,Antioquia,Medellín
56019010,BAHIA SOLANO - AUT [56019010],6.26863889,-77.43316666999999,Chocó,Bahía Solano (Mutis)
23195190,SAN ANTONIO SANTANDER [23195190],7.09952778,-73.06619444,Santander,Floridablanca
23117030,EL TAGUAL - AUT [23117030],6.7330555599999995,-74.15975,Santander,Cimitarra
23127020,PUERTO ARAUJO - AUT [23127020],6.52555556,-74.08583333,Santander,Cimitarra
23195230,NEOMUNDO AUT [23195230],7.09999722,-73.11,Santander,Bucaramanga
16027300,PUENTE CAPIRA - AUT [16027300],7.5371944399999995,-72.77113889,Norte de Santander,Cucutilla
35025110,LA LIBERTAD - AUT [35025110],4.0573611099999995,-73.46791667,Meta,Villavicencio
24035370,EL ESPINO - AUT [24035370],6.50675,-72.45275,Boyacá,El Espino
27015290,PAJARITO - AUT [27015290],6.28633333,-75.61279167000001,Antioquia,Medellín
23087210,CANTERAS - AUT [23087210],6.27608333,-74.67330556,Antioquia,Puerto Nare
11037010,SAN ISIDRO [11037010] ,5.62625,-76.74972194,Chocó,Rio Quito (Paimadó)
13037040,CARRIZOLA [13037040],8.16083333,-76.09555556000001,Córdoba,Tierralta
24055070,SAN  VICENTE DE CHUCURI  - AUT [24055070],6.82339,-73.47206,Santander,San Vicente De Chucurí
24035390,PARAMO ALMORZADERO  - AUT [24035390],6.94539,-72.69632999999999,Santander,Cerrito
27015280,PARAMO BELMIRA - AUT [27015280],6.63202778,-75.64444444,Antioquia,Entrerrios
24055080,VIZCAINA LA LIZAMA  - AUT [24055080],6.98297,-73.70489,Santander,Barrancabermeja
37015030,BERLIN - AUT [37015030],7.187,-72.8685,Santander,Tona
37057020,ALCARAVAN  AUT [37057020],7.035,-71.41638889000001,Arauca,Arauquita
25017010,MONTELIBANO - AUT [25017010],7.98797222,-75.41733332999999,Córdoba,Montelíbano
16017030,LA UCHEMA - AUT [16017030],7.69422222,-72.474,Norte de Santander,Villa Del Rosario
29045150,SAIZA - AUT [29045150],7.74602778,-76.4325,Córdoba,Tierralta
16057090,TERMOTASAJERO [16057090],7.83333333,-72.63333333,Norte de Santander,Durania
16015120,UNIVERSIDAD DE PAMPLONA  - AUT [16015120],7.36094444,-72.66605556,Norte de Santander,Pamplona
27037030,SAN JUAN NECHI - AUT [27037030],7.475,-74.92083333,Antioquia,Zaragoza
25017020,SAN PEDRO - AUT [25017020],7.8538888899999995,-75.70972222,Córdoba,Puerto Libertador
16017020,LA DONJUANA - AUT [16017020],7.68797222,-72.60547222000001,Norte de Santander,Chinácota
11070010,PLAYA LA-MURRY [11070010] ,6.61666694,-76.75,Antioquia,Vigia Del Fuerte
35071001,TEATINO  - AUT  [35071001],5.42155556,-73.54019444,Boyacá,Samacá
25025360,AEROPUERTO LAS FLORES  - AUT [25025360],9.046333330000001,-73.97083332999999,Magdalena,El Banco
29065130,LA GRAN VIA - AUT [29065130],10.85,-74.13333333,Magdalena,Zona Bananera
13085050,LORICA  ITA - AUT [13085050],9.25272222,-75.84441666999999,Córdoba,Lorica
13095010,COVENAS - AUT [13095010],9.383333330000001,-75.66666667,Sucre,Tolú
25025002,LOS ALAMOS - AUT [25025002],9.30405556,-74.27363889,Magdalena,San Sebastián De Buenavista
15065190,MONGUI - AUT [15065190],11.226777779999999,-72.82063889,La Guajira,Riohacha
25020470,CHINU - AUT [25020470],9.117777779999999,-75.39333332999999,Córdoba,Chinú
25025380,SAN BENITO - AUT [25025380],9.16388889,-75.04472222000001,Sucre,San Benito Abad
15067050,CUESTECITAS - AUT [15067050],11.180333330000002,-72.55344443999999,La Guajira,Albania (La guajira)
28035070,GUATAPURI - AUT [28035070],10.732138890000002,-73.39241666999999,Cesar,Valledupar
15085050,TOROMANA - AUT [15085050],12.08352778,-71.21094443999999,La Guajira,Uribia
23217080,GAMARRA - AUT [23217080],8.28428611,-73.75338889,Cesar,Gamarra
17019010,SAN ANDRES - AUT [17019010],12.556111110000002,-81.70338889,"Archipiélago de San Andres, Providencia y Santa Catalina","San Andrés (Archipiélago de San Andrés, Providencia y Santa Catalina)"
29035200,REPELON - AUT [29035200],10.49,-75.12694444,Atlantico,Repelón
29037080,GAMBOTE CANAL DEL [29037080],10.16222222,-75.29861111,Bolívar,Arjona
15015120,UNIVERSIDAD TECNOLOGICA  - AUT [15015120],11.22305556,-74.18591667,Magdalena,Santa Marta
25027760,BEIRUT - AUT [25027760],8.302222219999999,-75.13388889,Córdoba,Ayapel
25027450,PLATO MAGDALENA AUT [25027450],9.78777778,-74.80583333,Magdalena,Plato
29015000,EL GUAMO - AUT [29015000],10.064444439999999,-74.85222222,Bolívar,El Guamo
25025030,AYAPEL - AUT [25025030],8.29506389,-75.16455556000001,Córdoba,Ayapel
29047070,SAN PEDRITO - AUT [29047070],10.26822222,-74.90786111,Atlantico,Suan
28015110,MANAURE - AUT [28015110],10.36533333,-72.99763889,Cesar,Manaure Balcón Del Cesar
28035060,FEDEARROZ - AUT [28035060],10.46361111,-73.24805556000001,Cesar,Valledupar
29065140,COLEGIO KANKAWARWA - AUT [29065140],10.452,-73.97338332999999,Magdalena,Fundación
17035010,SERRANILLA - AUT [17035010],15.7975,-79.85222193999999,"Archipiélago de San Andres, Providencia y Santa Catalina","San Andrés (Archipiélago de San Andrés, Providencia y Santa Catalina)"
13057010,NUEVA COLOMBIA AUT [13057010],8.49944444,-75.97861111,Córdoba,Montería
25020600,SAJONIA HACIENDA - AUT [25020600],8.489722219999999,-75.60138889,Córdoba,Pueblo Nuevo
25020430,TREMENTINO - AUT [25020430],8.71666667,-75.76666666999999,Córdoba,Montería
29065120,BATALLON NO. 6 - AUT [29065120],10.46536111,-73.92777778,Magdalena,Fundación
29045000,SABANALARGA - AUT [29045000],10.63672222,-74.91888889,Atlantico,Sabanalarga (Atlántico)
13067020,MONTERIA  - AUT [13067020],8.75161111,-75.89241666999999,Córdoba,Montería
13055040,INCODER - AUT [13055040],8.74694444,-75.91388889,Córdoba,Montería
29065000,MEDIA LUNA - AUT [29065000],10.51002778,-74.50666667,Magdalena,Pivijai
16057080,PUENTE CAPIRA [16057080],7.5,-72.76666666999999,Norte de Santander,Cucutilla
35185010,LA PALOMERA - AUT [35185010],4.26036111,-72.56447222000001,Meta,Puerto López
29047000,TEBSA BQUILLA AUT [29047000],10.936638890000001,-74.75988889,Atlantico,Soledad
35167020,CRIADERO -AUT [35167020],5.557,-72.88047222,Boyacá,Aquitania
35167000,CORPOBOYACA - SANTA INES -AUT [35167000],5.545,-72.88411111,Boyacá,Aquitania
35217090,LABRANZA GRANDE AUT [35217090],5.56691667,-72.58355556000001,Boyacá,Labranzagrande
15067210,CARACOLI - AUT [15067210],10.950111110000002,-73.05102778,La Guajira,San Juan Del Cesar
47015020,AEROPUERTO PUERTO ASIS [47015020],0.5,-76.5,Putumayo,Puerto Asís
51035010,AEROPUERTO LA FLORIDA [51035010],1.8,-78.76666666999999,Nariño,Tumaco
52045020,AEROPUERTO ANTONIO NARINO [52045020],1.3940833300000002,-77.29086111000001,Nariño,Chachaguí
35035020,AEROPUERTO VANGUARDIA [35035020],4.16191944,-73.61757778,Meta,Villavicencio
26075040,AEROPUERTO A BONILLA [26075040],3.5366888899999998,-76.38663889,Valle del Cauca,Palmira
38015030,AEROPUERTO PUERTO CARRENO [38015030],6.18243611,-67.49122222000001,Vichada,Puerto Carreño
23195250,AP.PALO NEGRO [23195250],7.12147222,-73.18452778,Santander,Lebrija
16015010,AEROPUERTO CAMILO DAZA [16015010],7.93027778,-72.50916667,Norte de Santander,Cúcuta
13070040,RABOLARGO [13070040],8.95061111,-75.74247222000001,Córdoba,Cereté
26135040,AEROPUERTO MATECANA [26135040],4.81586111,-75.73722222,RIsaralda,Pereira
26155110,AEROPUERTO LA NUBIA AUT [26155110],5.02977778,-75.46991666999999,Caldas,Manizales
23155030,AEROPUERTO YARIGUIES AUT [23155030],7.02638889,-73.80861111,Santander,Barrancabermeja
57027010,GORGONA LA PLAYA [57027010],2.9638888899999998,-78.17416666999999,Cauca,Guapi
57020020,GORGONILLA [57020020],2.98333333,-78.18333333,Cauca,Guapi
57020010,ALTO DE LOS MICOS [57020010],3.0,-78.18333333,Cauca,Guapi
57027020,GORGONA BOCATOMA [57027020],3.0166666699999998,-78.16666667,Cauca,Guapi
25020850,REGENCIA [25020850],8.133333330000001,-74.65,Bolívar,Montecristo
14015060,ISLAS DEL ROSARIO [14015060],10.18333333,-75.75,Bolívar,Cartagena De Indias
14019020,ISLA DEL ROSARIO [14019020],10.19541667,-75.74730556,Bolívar,Cartagena De Indias
14015070,ISLA DEL TESORO [14015070],10.23333333,-75.75,Bolívar,Cartagena De Indias
25020350,GUARANDA [25020350],8.492777779999999,-74.54166667,Bolívar,Achí
35235050,TAMARA - AUT [35235050],5.81858333,-72.16677778,Casanare,Támara
17025020,AEROPUERTO EL EMBRUJO AUT [17025020],13.3595,-81.35772193999999,"Archipiélago de San Andres, Providencia y Santa Catalina",San Andres Y  Providencia (Santa Isabel)
25027260,BUENAVISTA [25027260],8.56666667,-74.55,Bolívar,Achí
32075030,VISTA HERMOSA [32075030],3.1203888899999996,-73.75402778,Meta,Vistahermosa
13090050,TOLUVIEJO [13090050],9.438,-75.44,Sucre,Tolú Viejo
3516500204,BOYA CLIMATOLÓGICA LAGO GRANDE LAGO TOTA,5.52342,-72.94731111,Boyacá,Tota
23147030,TENERIFE DELICIAS [23147030],6.86666667,-73.76666666999999,Santander,Barrancabermeja
38027700,MAIPURES CABAÑAS [38027700],5.2494722199999995,-67.85561111,Vichada,Cumaribo
47087010,ARICA - R. PUTUMAYO [47087010],-2.1468888899999996,-71.75222222000001,Amazonas,Puerto Arica
35037100,PUENTE ABADIA - AUT [35037100],4.23533333,-73.63536111,Meta,Villavicencio
38027020,PUERTO NARIÑO [38027020],4.95686111,-67.83416667,Vichada,Cumaribo
12017010,CHIGORODO [12017010],7.67305556,-76.68391666999999,Antioquia,Chigorodó
21115010,DESIERTO LA TATACOA [21115010],3.23447222,-75.16819444,Huila,Villavieja
4403000112,MARACAIBO [4403000112],1.61052778,-75.48616666999999,Caquetá,Florencia (Caquetá)
21206570,AEROPUERTO CATAM [21206570],4.70558333,-74.15066666999999,Bogotá,"Bogota, D.C"
47035030,PNN LA PAYA - AUT [47035030],-0.17372222,-74.89813889,Putumayo,Puerto Leguízamo
27035050,SENA - EL BAGRE [27035050],7.58466667,-74.80069444,Antioquia,El Bagre
23065060,SANTA TERESA [23065060],4.84216667,-74.46169444,Cundinamarca,Guayabal De Síquima
23065100,SABANETA [23065100],4.90175,-74.30738889,Cundinamarca,La Vega
24067020,PUENTE SOGAMOSO - AUT [24067020],7.24416667,-73.7875,Santander,Puerto Wilches
21117110,MOTILON  - AUT [21117110],2.8055833299999997,-75.08555556,Huila,Rivera
23205030,SANTA ROSA D SIMITI [23205030],7.96527778,-74.05916667,Bolívar,Santa Rosa Del Sur
13015020,TUCURA [13015020],7.9666666699999995,-76.25,Córdoba,Tierralta
23187120,BADILLO [23187120],7.97561111,-73.85675,Santander,Puerto Wilches
35070130,QUEBRADA HONDA [35070130],4.95025,-73.30797222000001,Boyacá,Macanal
35070470,ESCUELA LOS MOLINOS [35070470],4.95041667,-73.41016667,Boyacá,Almeida
26150150,PAPAYAL [26150150],4.95166667,-75.48972222,Caldas,Villamaria
35070490,HATO GRANDE HACIENDA [35070490],4.95938889,-73.58436111,Cundinamarca,Manta
16020230,COLORADA LA [16020230],7.9666666699999995,-72.61666667,Norte de Santander,El Zulia
25028040,INSP FLUVIAL CAUCA [25028040],7.98333333,-75.2,Antioquia,Caucasia
26255040,CACAOTERAS DEL DIQ [26255040],7.98333333,-75.11666667,Antioquia,Caucasia
23187180,DESEO EL [23187180],7.98333333,-73.85,Bolívar,Simití
23187260,CHORRO EL [23187260],7.98333333,-73.85,Santander,Puerto Wilches
35075050,MARTOTA [35075050],4.95,-73.43333333,Boyacá,Somondoco
26130200,RECUERDO EL [26130200],4.96241667,-75.74166667,RIsaralda,Marsella
23060370,ESTANCIA LA [23060370],4.9666666699999995,-74.36666667,Cundinamarca,La Vega
35070260,ALMEIDA [35070260],4.97083333,-73.37986111000001,Boyacá,Almeida
26110120,VILLA NUEVA [26110120],4.97108333,-76.03852778,Valle del Cauca,El Águila
23060290,SILENCIO EL [23060290],4.97316667,-74.41205556000001,Cundinamarca,Sasaima
35075040,INSTITUCION AGRICOLA MACANAL [35075040],4.97436111,-73.31675,Boyacá,Macanal
35070110,GUAYATA LA GRANJA [35070110],4.97608333,-73.49930556000001,Boyacá,Guayatá
21201050,LOURDES [21201050],4.98288889,-73.86466666999999,Cundinamarca,Gachancipá
21250060,IDEMA-ARMERO [21250060],4.9666666699999995,-74.91666667,Tolima,Armero (Guayabal)
21250510,ARMERO GJA-C UNIVE [21250510],4.9666666699999995,-74.91666667,Tolima,Armero (Guayabal)
35070150,GUAYATA [35070150],4.9666666699999995,-73.48333333,Boyacá,Guayatá
35070400,GUAYATA [35070400],4.9666666699999995,-73.48333333,Boyacá,Guayatá
35070140,ALMEIDA [35070140],4.9666666699999995,-73.38333333,Boyacá,Almeida
35070120,MACANAL [35070120],4.9666666699999995,-73.31666666999999,Boyacá,Macanal
21206450,TERMOZIPA [21206450],4.98333333,-73.93333333,Cundinamarca,Tocancipá
35070100,SOMONDOCO [35070100],4.9834722199999995,-73.43305556000001,Boyacá,Somondoco
21230120,BELLEZA LA [21230120],4.98538889,-74.58111111000001,Cundinamarca,Chaguaní
24010810,GACHANTIVA [24010810],5.75080556,-73.54891667,Boyacá,Gachantivá
26190090,BETANIA-LAS GUACAS [26190090],5.755,-75.97552778,Antioquia,Betania
24030940,SENA [24030940],5.75605556,-72.90788889,Boyacá,Sogamoso
11020050,PINON EL [11020050],5.75766667,-76.25086111,Chocó,El Carmen (Choco)
23060150,PUERTO LIBRE [23060150],5.75827778,-74.62733333,Cundinamarca,Puerto Salgar
23125060,ALBANIA [23125060],5.75833333,-73.91333333,Santander,Albania (Santander)
24030560,MONGUA [24030560],5.75838889,-72.7945,Boyacá,Mongua
35070460,VOLADOR EL [35070460],4.98333333,-73.35,Boyacá,Macanal
26190130,MANSA LA [26190130],5.75,-76.1,Chocó,El Carmen (Choco)
26177070,PUENTE CARRETERA [26177070],5.75,-75.63333333,Antioquia,Támesis
26180130,PINTADA LA [26180130],5.75,-75.6,Caldas,Aguadas
24037460,CAMBULOS LOS [24037460],5.75,-72.93333333,Boyacá,Sogamoso
24010630,ARCABUCO [24010630],5.76058333,-73.44413889,Boyacá,Arcabuco
24037320,LA SIBERIA [24037320],5.76673333,-73.10872222,Boyacá,Paipa
24030790,NOBSA [24030790],5.7734166700000005,-72.94025,Boyacá,Nobsa
24035150,BELENCITO [24035150],5.78158333,-72.89430556,Boyacá,Nobsa
24030640,NIMICIA ESCUELA RURAL [24030640],5.78236111,-72.76980556000001,Boyacá,Gámeza
15060080,CANAVERALES [15060080],10.75777778,-72.84522222000001,La Guajira,San Juan Del Cesar
29067050,CANAL FLORIDA [29067050],10.758861110000002,-74.10663889,Magdalena,Zona Bananera
